Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,16.125000,16.500000,16.093750,6.818848,16.437500,2434800
1980-12-15,16.437500,16.593750,16.125000,6.689217,16.125000,1346400
1980-12-16,16.125000,16.562500,16.093750,6.870701,16.562500,1830400
1980-12-17,16.500000,16.500000,16.187500,6.766996,16.312500,2041600
1980-12-18,16.312500,16.406250,15.906250,6.598465,15.906250,2619200
1980-12-19,15.937500,16.218750,15.937500,6.702178,16.156250,4044000
1980-12-22,16.156250,16.812500,16.125000,6.961447,16.781250,2181200
1980-12-23,16.781250,17.031250,16.718750,6.974412,16.812500,2344400
1980-12-24,16.812500,17.187500,16.750000,7.104048,17.125000,1161200
1980-12-26,17.125000,17.250000,17.093750,7.155903,17.250000,685200
1980-12-29,17.250000,17.375000,16.937500,7.052193,17.000000,1384400
1980-12-30,17.000000,17.312500,16.968750,7.117015,17.156250,1491200
1980-12-31,17.156250,17.281250,16.875000,7.039232,16.968750,1500800
1981-01-02,16.968750,17.312500,16.906250,7.168867,17.281250,1170400
1981-01-05,17.375000,17.687500,17.375000,7.285536,17.562500,3114000
1981-01-06,17.562500,17.875000,17.406250,7.415175,17.875000,3896000
1981-01-07,17.531250,17.531250,17.281250,7.207754,17.375000,4768000
1981-01-08,17.375000,17.437500,16.843750,7.013304,16.906250,2539200
1981-01-09,16.906250,17.000000,16.687500,6.987377,16.843750,1534000
1981-01-12,16.843750,17.000000,16.562500,6.922558,16.687500,2350800
1981-01-13,16.687500,16.687500,16.312500,6.896626,16.625000,2766400
1981-01-14,16.625000,16.875000,16.593750,6.922558,16.687500,1796800
1981-01-15,16.687500,16.687500,16.406250,6.818848,16.437500,1822800
1981-01-16,16.437500,16.750000,16.437500,6.935524,16.718750,3370800
1981-01-19,16.718750,16.812500,16.593750,6.909593,16.656250,2223600
1981-01-20,16.656250,16.781250,16.187500,6.741072,16.250000,2385600
1981-01-21,16.250000,16.406250,16.156250,6.754030,16.281250,1707600
1981-01-22,16.281250,16.343750,16.125000,6.766996,16.312500,1398800
1981-01-23,16.312500,16.406250,16.218750,6.741072,16.250000,1094800
1981-01-26,16.250000,16.375000,16.156250,6.741072,16.250000,1224400
1981-01-27,16.250000,16.468750,16.250000,6.792924,16.375000,1280800
1981-01-28,16.375000,16.406250,16.125000,6.702178,16.156250,1102400
1981-01-29,16.156250,16.375000,16.125000,6.728104,16.218750,1469200
1981-01-30,16.218750,16.375000,16.000000,6.676248,16.093750,1432400
1981-02-02,16.093750,16.093750,15.750000,6.572543,15.843750,1526400
1981-02-03,15.843750,16.062500,15.843750,6.663283,16.062500,1399600
1981-02-04,16.062500,16.187500,15.906250,6.689217,16.125000,1708000
1981-02-05,16.125000,16.125000,15.968750,6.727050,16.000000,1162400
1981-02-06,16.000000,16.187500,16.000000,6.753330,16.062500,1825600
1981-02-09,16.062500,16.093750,15.812500,6.674499,15.875000,1141600
1981-02-10,15.875000,15.906250,15.687500,6.621941,15.750000,1570400
1981-02-11,15.750000,15.812500,15.593750,6.582525,15.656250,1434800
1981-02-12,15.656250,15.687500,15.437500,6.490556,15.437500,1276400
1981-02-13,15.437500,15.531250,15.312500,6.490556,15.437500,1498000
1981-02-17,15.437500,15.625000,15.406250,6.516831,15.500000,1563600
1981-02-18,15.500000,15.593750,15.406250,6.516831,15.500000,1597200
1981-02-19,15.500000,15.562500,15.281250,6.437997,15.312500,1753200
1981-02-20,15.312500,15.406250,15.062500,6.359163,15.125000,1366800
1981-02-23,15.125000,15.593750,15.125000,6.516831,15.500000,2345600
1981-02-24,15.500000,15.656250,15.468750,6.529971,15.531250,2092000
1981-02-25,15.531250,16.062500,15.468750,6.753330,16.062500,2006000
1981-02-26,16.062500,16.218750,15.843750,6.805883,16.187500,2561200
1981-02-27,16.125000,16.125000,15.937500,6.753330,16.062500,1870000
1981-03-02,16.062500,16.062500,15.843750,6.687636,15.906250,1156800
1981-03-03,15.906250,15.937500,15.625000,6.569385,15.625000,1380400
1981-03-04,15.625000,15.718750,15.406250,6.503692,15.468750,1257200
1981-03-05,15.468750,15.593750,15.468750,6.516831,15.500000,1227600
1981-03-06,15.500000,15.593750,15.375000,6.503692,15.468750,1276400
1981-03-09,15.437500,15.812500,15.437500,6.621941,15.750000,1662000
1981-03-10,15.750000,15.843750,15.562500,6.569385,15.625000,1938800
1981-03-11,15.625000,15.687500,15.437500,6.543110,15.562500,1592000
1981-03-12,15.593750,16.031250,15.593750,6.727050,16.000000,1595200
1981-03-13,16.000000,16.156250,15.812500,6.648215,15.812500,1608400
1981-03-16,15.812500,16.187500,15.718750,6.792746,16.156250,2077600
1981-03-17,16.156250,16.312500,16.031250,6.753330,16.062500,2835600
1981-03-18,16.062500,16.312500,16.062500,6.805883,16.187500,1755600
1981-03-19,16.187500,16.187500,15.812500,6.700776,15.937500,2048000
1981-03-20,15.937500,16.031250,15.687500,6.635083,15.781250,2599600
1981-03-23,15.781250,15.843750,15.656250,6.608801,15.718750,2463200
1981-03-24,15.718750,15.812500,15.531250,6.543110,15.562500,2607200
1981-03-25,15.562500,16.031250,15.531250,6.713911,15.968750,1703200
1981-03-26,15.968750,16.062500,15.656250,6.635083,15.781250,4628000
1981-03-27,15.781250,15.843750,15.406250,6.490556,15.437500,2298000
1981-03-30,15.437500,15.531250,15.343750,6.464274,15.375000,1450000
1981-03-31,15.468750,15.656250,15.468750,6.556245,15.593750,1892800
1981-04-01,15.593750,15.843750,15.500000,6.621941,15.750000,3568400
1981-04-02,15.687500,15.687500,15.468750,6.529971,15.531250,1932400
1981-04-03,15.531250,15.593750,15.187500,6.424859,15.281250,2483600
1981-04-06,15.250000,15.250000,14.968750,6.346025,15.093750,2306000
1981-04-07,15.093750,15.156250,15.000000,6.306607,15.000000,2415200
1981-04-08,15.000000,15.125000,14.968750,6.306607,15.000000,2669200
1981-04-09,15.000000,15.437500,14.937500,6.490556,15.437500,3431600
1981-04-10,15.437500,15.812500,15.125000,6.385444,15.187500,5072000
1981-04-13,15.187500,15.187500,15.031250,6.319753,15.031250,3816800
1981-04-14,15.000000,15.000000,14.781250,6.214642,14.781250,4136000
1981-04-15,14.781250,14.968750,14.750000,6.267194,14.906250,3999600
1981-04-16,14.937500,15.062500,14.937500,6.306607,15.000000,2994000
1981-04-20,15.000000,15.437500,14.937500,6.477416,15.406250,3373600
1981-04-21,15.343750,15.343750,15.093750,6.359163,15.125000,2939600
1981-04-22,15.125000,15.250000,15.031250,6.346025,15.093750,2868800
1981-04-23,15.093750,15.343750,15.062500,6.346025,15.093750,2778400
1981-04-24,15.093750,15.281250,14.937500,6.372306,15.156250,2577600
1981-04-27,15.156250,15.343750,15.156250,6.424859,15.281250,3434800
1981-04-28,15.281250,15.312500,14.968750,6.346025,15.093750,2668400
1981-04-29,15.062500,15.062500,14.875000,6.267194,14.906250,2802800
1981-04-30,14.906250,14.937500,14.656250,6.162082,14.656250,2212800
1981-05-01,14.656250,14.843750,14.625000,6.214642,14.781250,2274400
1981-05-04,14.593750,14.593750,14.531250,6.135808,14.593750,1956000
1981-05-05,14.562500,14.562500,14.343750,6.070109,14.437500,4684000
1981-05-06,14.437500,14.531250,14.406250,6.083251,14.468750,2408800
1981-05-07,14.406250,14.406250,14.250000,6.121660,14.343750,1760000
1981-05-08,14.343750,14.468750,14.250000,6.175010,14.468750,1955200
1981-05-11,14.406250,14.406250,14.000000,5.974959,14.000000,2767600
1981-05-12,14.031250,14.218750,14.031250,6.054980,14.187500,2399200
1981-05-13,14.187500,14.312500,14.125000,6.054980,14.187500,1419600
1981-05-14,14.187500,14.281250,14.093750,6.041640,14.156250,2279200
1981-05-15,14.156250,14.218750,14.000000,6.014967,14.093750,2595600
1981-05-18,14.093750,14.218750,14.062500,6.054980,14.187500,1970000
1981-05-19,14.156250,14.156250,13.937500,6.041640,14.156250,2464800
1981-05-20,14.156250,14.156250,14.031250,6.014967,14.093750,1392000
1981-05-21,14.093750,14.093750,13.875000,5.934945,13.906250,1847200
1981-05-22,13.906250,13.968750,13.812500,5.921607,13.875000,1753600
1981-05-26,13.875000,14.093750,13.781250,5.988292,14.031250,2059600
1981-05-27,14.031250,14.531250,13.968750,6.175010,14.468750,2695600
1981-05-28,14.468750,14.625000,14.312500,6.188346,14.500000,2800800
1981-05-29,14.500000,14.781250,14.468750,6.268368,14.687500,3187600
1981-06-01,14.937500,15.187500,14.937500,6.428410,15.062500,4356000
1981-06-02,15.062500,15.125000,14.968750,6.388402,14.968750,2990400
1981-06-03,14.937500,14.937500,14.625000,6.308382,14.781250,2435600
1981-06-04,14.781250,14.781250,14.406250,6.188346,14.500000,1881200
1981-06-05,14.500000,14.625000,14.500000,6.228360,14.593750,1958000
1981-06-08,14.593750,14.718750,14.562500,6.215020,14.562500,1416000
1981-06-09,14.531250,14.531250,14.281250,6.121660,14.343750,1298800
1981-06-10,14.343750,14.562500,14.343750,6.175010,14.468750,2202800
1981-06-11,14.468750,14.875000,14.468750,6.295040,14.750000,2127200
1981-06-12,14.750000,14.906250,14.687500,6.335053,14.843750,3307200
1981-06-15,14.906250,15.093750,14.906250,6.388402,14.968750,2075200
1981-06-16,14.937500,14.937500,14.687500,6.281704,14.718750,2974000
1981-06-17,14.718750,14.718750,14.500000,6.241693,14.625000,2179600
1981-06-18,14.625000,14.625000,14.312500,6.148336,14.406250,1285600
1981-06-19,14.406250,14.500000,14.343750,6.134997,14.375000,1313600
1981-06-22,14.406250,14.562500,14.406250,6.201685,14.531250,1435600
1981-06-23,14.531250,14.906250,14.531250,6.335053,14.843750,2332000
1981-06-24,14.843750,14.875000,14.656250,6.348389,14.875000,1674400
1981-06-25,14.875000,15.031250,14.687500,6.295040,14.750000,1720400
1981-06-26,14.750000,14.906250,14.656250,6.268368,14.687500,1618000
1981-06-29,14.687500,14.781250,14.406250,6.175010,14.468750,1193600
1981-06-30,14.468750,14.500000,14.312500,6.175010,14.468750,1108400
